PHASE,WEIGHT,ALT.,MACH,CAS,TAS,WIND,SR,RATE,GRDT,ALPH,WFE,N1,EGT,CL,CD,FN,DRAG,PCFN,TIME,FUEL,DIST,theta, theta2,CN1
CRZ,141095.68,28000,0.78,308.5,463.6,,0.085452368,,,1.18,5425.56982,79.114,696,,,,,71.2,602.39,57320.12,4654.8,0.807600208,0.905869002,83.1228918
CRZ,196211.18,24000,0.75,321.4,453.3,,0.070592664,,,1.95,6422.05806,80.12,722,,,,,73.5,20.55,2204.62,155.3,0.835085893,0.929033056,83.12379397
CRZ,97003.28,36000,0.77,254.7,441.8,,0.119644202,,,1.27,3692.7385,76.273,657,,,,,63.9,1083.51,74774.09654,7978.8,0.752628839,0.841875567,83.12791272
CRZ,130000,26000,0.798,330,478.5,,0.07947,,,0.65,6022,79.992,706,,,,,73.3,,,,0.82134305,0.925949958,83.12904611
CRZ,191801.94,22000,0.78,349.1,475.3,,0.066868667,,,1.29,7107.69488,81.115,727,,,,,79,55.66,6613.86,441,0.848828735,0.952114216,83.12978319
CRZ,165346.5,26000,0.77,317.3,461.6,,0.077605211,,,1.46,5948.06476,79.684,713,,,,,71.8,324.93,33069.3,2499.6,0.82134305,0.918737909,83.13335515
CRZ,97003.28,24000,0.81,349.3,489.6,,0.073686168,,,-0.03,6644.72468,80.807,717,,,,,76.7,874.15,101412.52,7133.1,0.835085893,0.944665864,83.13997176
CRZ,110231,36000,0.74,243.9,424.6,,0.117943228,,,1.98,3600.14446,75.976,652,,,,,63.4,905.66,61546.37654,6414.5,0.752628839,0.83505675,83.1416099
CRZ,115000,25000,0.805,340,484.7,,0.07654,,,0.31,6332,80.418,712,,,,,74.4,,,,0.828214472,0.935555208,83.14163439
CRZ,189597.32,22000,0.782,350,476.5,,0.066927634,,,1.24,7118.71798,81.15,727,,,,,79.2,74.03,8818.48,588,0.848828735,0.952644564,83.14249968
CRZ,171960.36,26000,0.76,312.9,455.6,,0.076575555,,,1.69,5950.26938,79.584,719,,,,,71.4,260.28,26455.44,1976.3,0.82134305,0.9162246,83.14282746
CRZ,135000,31000,0.757,280,444.3,,0.0946,,,1.67,4697,77.871,690,,,,,65.6,,,,0.786985945,0.877182247,83.14398485
CRZ,121254.1,32000,0.77,278.9,449.8,,0.100076204,,,1.36,4495.22018,77.669,680,,,,,65.6,933.96,77161.7,7002.1,0.780114524,0.872620504,83.14478352
CRZ,189597.32,24000,0.76,326.1,459.4,,0.070560913,,,1.72,6510.24286,80.25,729,,,,,74,80.55,8818.48,616.7,0.835085893,0.931555015,83.14589011
CRZ,195000,26000,0.616,250.2,369.5,,0.07051,,,4.71,5240,78.161,684,,,,,67.8,,,,0.82134305,0.88367576,83.14643557
CRZ,178574.22,26000,0.75,308.4,449.6,,0.076552875,,,1.93,5873.10768,79.485,712,,,,,71.1,198.36,19841.58,1486.3,0.82134305,0.913744144,83.15203367
CRZ,174164.98,24000,0.78,335.3,471.5,,0.072416108,,,1.26,6510.24286,80.478,717,,,,,75.1,220.59,24250.82,1733.3,0.835085893,0.936699144,83.15284509
CRZ,182983.46,24000,0.77,330.7,465.4,,0.071477171,,,1.5,6510.24286,80.367,723,,,,,74.6,140.59,15432.34,1090.5,0.835085893,0.934110378,83.15314093
CRZ,150000,30000,0.742,280,437.4,,0.09042,,,2.04,4837,78.061,687,,,,,67.3,,,,0.793857366,0.881271223,83.15326683
CRZ,180000,25000,0.761,320,458.2,,0.07359,,,1.68,6227,79.941,723,,,,,72.1,,,,0.828214472,0.92414175,83.15728108
CRZ,190000,22000,0.782,350,476.5,,0.06691,,,1.24,7122,81.165,727,,,,,79.3,,,,0.848828735,0.952644564,83.15786798
CRZ,170000,29000,0.703,270,416.3,,0.08557,,,2.96,4865,78.006,675,,,,,68.5,,,,0.800728787,0.879874262,83.16061679
CRZ,149914.16,28000,0.77,304.2,457.7,,0.084273027,,,1.44,5432.18368,79.043,702,,,,,70.9,512.45,48501.64,3909.1,0.807600208,0.903365441,83.16329326
CRZ,114640.24,32000,0.78,282.9,455.7,,0.101314512,,,1.12,4497.4248,77.806,674,,,,,66,1007.85,83775.56,7654.1,0.780114524,0.875038859,83.17626584
CRZ,120000,32000,0.773,280,451.4,,0.10034,,,1.3,4499,77.731,679,,,,,65.8,,,,0.780114524,0.873342734,83.17674085
CRZ,141095.68,30000,0.76,287.3,447.9,,0.090491785,,,1.64,4949.3719,78.273,697,,,,,67.8,652.42,57320.12,4870.2,0.793857366,0.885563769,83.17677156
CRZ,119049.48,34000,0.75,259.1,434.3,,0.107864394,,,1.8,4025.63612,76.805,668,,,,,64.6,918.28,69130.26934,6646.3,0.766371681,0.852588496,83.18016153
CRZ,127867.96,30000,0.78,295.6,459.7,,0.092909436,,,1.16,4947.16728,78.493,685,,,,,68.6,793.93,70547.84,6082.5,0.793857366,0.89045393,83.18120368
CRZ,132277.2,32000,0.75,271,438.1,,0.098724497,,,1.84,4437.90006,77.494,679,,,,,65.3,810.69,66138.6,5920,0.780114524,0.867877408,83.18382509
CRZ,163141.88,24000,0.79,339.9,477.5,,0.072806198,,,1,6558.7445,80.621,716,,,,,75.8,316.03,35273.92,2515.1,0.835085893,0.939321314,83.1842475
CRZ,99207.9,24000,0.81,349.3,489.6,,0.073622665,,,0,6649.13392,80.851,717,,,,,76.9,854.25,99207.9,6970.7,0.835085893,0.944665864,83.18524208
CRZ,127867.96,26000,0.8,330.8,479.6,,0.07945587,,,0.6,6036.24956,80.069,706,,,,,73.5,668.99,70547.84,5347,0.82134305,0.926474961,83.18548658
CRZ,110000,29000,0.799,310,472.8,,0.09,,,0.58,5253,79.05,690,,,,,71.8,,,,0.800728787,0.902965999,83.18905208
CRZ,136686.44,32000,0.74,267.1,432.3,,0.098447805,,,2.07,4391.60304,77.396,675,,,,,65.1,760.88,61729.36,5482.2,0.780114524,0.865552666,83.19012305
CRZ,105821.76,32000,0.79,286.9,461.5,,0.101890575,,,0.84,4530.4941,77.928,674,,,,,66.1,1099.29,92594.04,8455.7,0.780114524,0.877488419,83.19032745
CRZ,132277.2,28000,0.79,312.9,469.6,,0.085846994,,,0.93,5469.66222,79.289,695,,,,,71.8,684.14,66138.6,5354.3,0.807600208,0.908404866,83.19040039
CRZ,143300.3,24000,0.8,344.6,483.6,,0.073209896,,,0.65,6605.04152,80.743,716,,,,,76.4,485.31,55115.5,3911.2,0.835085893,0.941976887,83.19261163
CRZ,101412.52,30000,0.8,303.9,471.5,,0.093975379,,,0.51,5017.71512,78.728,684,,,,,69.2,1062.37,97003.28,8347.7,0.793857366,0.895471109,83.19618837
CRZ,185000,24000,0.769,330,464.5,,0.07124,,,1.55,6521,80.398,724,,,,,74.6,,,,0.835085893,0.933853338,83.19666304
CRZ,114640.24,34000,0.76,262.9,440.1,,0.107696564,,,1.57,4085.16086,76.926,675,,,,,64.8,968.57,73539.50934,7103.8,0.766371681,0.854902938,83.1983562
CRZ,156528.02,28000,0.76,300,451.7,,0.083057398,,,1.68,5438.79754,78.971,708,,,,,70.6,444.49,41887.78,3346.6,0.807600208,0.900894184,83.2014214
CRZ,167551.12,28000,0.74,291.4,439.9,,0.082807922,,,2.14,5310.92958,78.764,697,,,,,70.1,335.89,30864.68,2462.4,0.807600208,0.896048583,83.20740634
CRZ,114640.24,28000,0.8,317.2,475.5,,0.086314195,,,0.56,5509.34538,79.418,695,,,,,72.4,854.28,83775.56,6770.5,0.807600208,0.910973035,83.20821106
CRZ,120000,31000,0.782,290,458.8,,0.09705,,,1.09,4727,78.201,679,,,,,66.4,,,,0.786985945,0.883238103,83.20959504
CRZ,123458.72,34000,0.74,255.3,428.5,,0.10747884,,,2.04,3985.95296,76.737,664,,,,,64.5,862.81,64721.02934,6163.4,0.766371681,0.850304708,83.21804804
CRZ,147709.54,26000,0.79,326.3,473.6,,0.078947846,,,0.97,5998.77102,79.988,706,,,,,73.1,488.01,50706.26,3851.7,0.82134305,0.92386309,83.21871963
CRZ,194006.56,22000,0.78,349.1,475.3,,0.066746197,,,1.32,7120.9226,81.202,727,,,,,79.3,37.07,4409.24,293.7,0.848828735,0.952114216,83.21894415
CRZ,119049.48,30000,0.79,299.7,465.6,,0.09339478,,,0.89,4984.64582,78.639,685,,,,,69,880.11,79366.32,6829.1,0.793857366,0.892946642,83.2195241
CRZ,158732.64,26000,0.78,321.8,467.6,,0.078467037,,,1.25,5959.08786,79.881,706,,,,,72.6,387.68,39683.16,3021.1,0.82134305,0.921284073,83.22364087
CRZ,160000,27000,0.768,310,458.6,,0.0805,,,1.51,5697,79.418,709,,,,,71.4,,,,0.814471629,0.910550612,83.2275098
CRZ,191801.94,22000,0.782,350,476.5,,0.066805164,,,1.27,7131.9457,81.236,727,,,,,79.5,55.47,6613.86,440.5,0.848828735,0.952644564,83.23061126
CRZ,160000,23000,0.797,350,483.5,,0.07012,,,0.81,6894,81.078,721,,,,,78.4,,,,0.841957314,0.948921087,83.23154922
CRZ,105000,35000,0.768,260,442.8,,0.11377,,,1.37,3892,76.695,665,,,,,64.8,,,,0.75950026,0.849094557,83.2317495
CRZ,185188.08,26000,0.74,304,443.6,,0.076085675,,,2.18,5829.01528,79.455,708,,,,,71,133.9,13227.72,990,0.82134305,0.911296541,83.2321994
CRZ,101412.52,24000,0.81,349.3,489.6,,0.073559162,,,0.03,6655.74778,80.897,717,,,,,77,834.37,97003.28,6808.4,0.835085893,0.944665864,83.23257014
CRZ,127867.96,32000,0.76,275,444,,0.098484092,,,1.62,4508.4479,77.645,687,,,,,65.6,855.92,70547.84,6333.6,0.780114524,0.870233353,83.23301604
CRZ,120000,33000,0.763,270,443.7,,0.1033,,,1.54,4295,77.336,679,,,,,65.3,,,,0.773243103,0.863274735,83.23523118
CRZ,143300.3,28000,0.78,308.5,463.6,,0.085257323,,,1.21,5438.79754,79.222,696,,,,,71.5,578.04,55115.5,4466.7,0.807600208,0.905869002,83.23636442
CRZ,140000,28000,0.783,310,465.6,,0.08543,,,1.12,5451,79.261,696,,,,,71.7,,,,0.807600208,0.906626369,83.24254972
CRZ,140000,29000,0.775,300,458.8,,0.08834,,,1.32,5194,78.837,693,,,,,70.9,,,,0.800728787,0.896916333,83.24422672
CRZ,103617.14,34000,0.78,270.5,451.6,,0.110504305,,,1.1,4087.36548,77.184,663,,,,,65.5,1103.24,84562.60934,8304.4,0.766371681,0.859623788,83.24785831
CRZ,95116.12528,34000,0.79,274.3,457.4,,0.111171086,,,0.81,4113.82092,77.292,662,,,,,65.6,1198.92,93065.82868,9140.3,0.766371681,0.862030195,83.24790368
CRZ,195000,25000,0.739,310,444.9,,0.07294,,,2.22,6100,79.792,713,,,,,71.6,,,,0.828214472,0.918675535,83.24885625
CRZ,176369.6,24000,0.78,335.3,471.5,,0.072275494,,,1.29,6523.47058,80.571,717,,,,,75.4,200.29,22046.2,1573.8,0.835085893,0.936699144,83.24893612
CRZ,152118.78,30000,0.74,279.1,436.1,,0.090060872,,,2.12,4841.34552,78.131,686,,,,,67.5,537.31,46297.02,3905.3,0.793857366,0.880800625,83.25006397
CRZ,110231,34000,0.77,266.7,445.8,,0.108998376,,,1.35,4089.5701,77.081,669,,,,,65.2,1022.14,77948.74934,7595.3,0.766371681,0.857248035,83.25188795
CRZ,163141.88,28000,0.75,295.7,445.8,,0.082934928,,,1.92,5374.86356,78.913,702,,,,,70.5,379.4,35273.92,2818.9,0.807600208,0.898455232,83.25308453
CRZ,167551.12,26000,0.77,317.3,461.6,,0.077346663,,,1.5,5967.90634,79.8,713,,,,,72.2,302.72,30864.68,2328.8,0.82134305,0.918737909,83.25437655
CRZ,198415.8,24000,0.75,321.4,453.3,,0.070261542,,,1.98,6452.92274,80.251,723,,,,,73.9,0,0,0,0.835085893,0.929033056,83.25970531
CRZ,136686.44,30000,0.77,291.4,453.8,,0.091494226,,,1.43,4960.395,78.46,691,,,,,68.4,698.03,61729.36,5279.2,0.793857366,0.887992972,83.26136747
CRZ,147709.54,30000,0.75,283.2,442,,0.090274061,,,1.89,4896.46102,78.248,691,,,,,67.8,583.35,50706.26,4297.2,0.793857366,0.88316632,83.26298888
CRZ,165000,29000,0.727,280,430.5,,0.08592,,,2.43,5011,78.348,686,,,,,69.5,,,,0.800728787,0.885370464,83.26555856
CRZ,185188.08,24000,0.77,330.7,465.4,,0.07125491,,,1.53,6532.28906,80.476,723,,,,,74.9,120.3,13227.72,933.2,0.835085893,0.934110378,83.26591971
CRZ,130072.58,26000,0.8,330.8,479.6,,0.0793334,,,0.63,6045.06804,80.147,705,,,,,73.8,647.09,68343.22,5172,0.82134305,0.926474961,83.26652253
CRZ,145504.92,24000,0.8,344.6,483.6,,0.073101033,,,0.68,6613.86,80.817,715,,,,,76.7,465.3,52910.88,3750,0.835085893,0.941976887,83.26885667
CRZ,191801.94,24000,0.76,326.1,459.4,,0.070257006,,,1.76,6538.90292,80.369,730,,,,,74.4,60.28,6613.86,461.5,0.835085893,0.931555015,83.26918433
CRZ,105000,34000,0.779,270,450.9,,0.11023,,,1.14,4090,77.198,664,,,,,65.6,,,,0.766371681,0.859384833,83.27453316
CRZ,190000,23000,0.775,340,470.6,,0.06895,,,1.42,6826,80.872,725,,,,,77.2,,,,0.841957314,0.943097436,83.27600861
CRZ,165000,24000,0.79,340,477.6,,0.07268,,,1.02,6571,80.71,716,,,,,76.1,,,,0.835085893,0.939321314,83.27607715
CRZ,174164.98,26000,0.76,312.9,455.6,,0.076221753,,,1.73,5976.72482,79.712,720,,,,,71.8,238.1,24250.82,1807.9,0.82134305,0.9162246,83.27655135
CRZ,103617.14,36000,0.76,251.1,436.1,,0.117534995,,,1.56,3710.37546,76.305,664,,,,,64.1,987.92,68160.23654,7180.3,0.752628839,0.839572523,83.27677311
CRZ,170000,28000,0.737,290,437.9,,0.08251,,,2.24,5307,78.8,696,,,,,70.2,,,,0.807600208,0.895332888,83.27870223
CRZ,103617.14,24000,0.81,349.3,489.6,,0.073491123,,,0.06,6662.36164,80.943,717,,,,,77.2,814.51,94798.66,6646.4,0.835085893,0.944665864,83.27989821
CRZ,165346.5,24000,0.79,339.9,477.5,,0.072661048,,,1.03,6571.97222,80.716,716,,,,,76.1,295.88,33069.3,2354.8,0.835085893,0.939321314,83.28226791
CRZ,105000,36000,0.757,250,434.3,,0.11755,,,1.63,3695,76.279,662,,,,,64,,,,0.752628839,0.83888748,83.28238131
CRZ,160000,30000,0.718,270,422.9,,0.08936,,,2.64,4733,77.936,677,,,,,67.2,,,,0.793857366,0.875707871,83.28340747
CRZ,190000,26000,0.731,300,438.2,,0.0757,,,2.4,5788,79.415,705,,,,,71,,,,0.82134305,0.909121789,83.28974009
CRZ,103617.14,30000,0.8,303.9,471.5,,0.093812086,,,0.55,5026.5336,78.817,684,,,,,69.4,1036.03,94798.66,8140.7,0.793857366,0.895471109,83.29023954
CRZ,120000,25000,0.805,340,484.7,,0.07633,,,0.37,6350,80.562,711,,,,,74.9,,,,0.828214472,0.935555208,83.29051145
CRZ,152118.78,28000,0.77,304.2,457.7,,0.083973655,,,1.48,5449.82064,79.168,702,,,,,71.3,488.14,46297.02,3723.6,0.807600208,0.903365441,83.29480916
CRZ,140000,27000,0.791,320,472.2,,0.08222,,,0.94,5743,79.737,700,,,,,72.7,,,,0.814471629,0.916391514,83.29508245
CRZ,155000,29000,0.751,290,444.7,,0.08641,,,1.88,5147,78.627,698,,,,,70.2,,,,0.800728787,0.891051154,83.29527895
CRZ,116844.86,28000,0.8,317.2,475.5,,0.086169045,,,0.6,5518.16386,79.502,694,,,,,72.6,830.29,81570.94,6580.4,0.807600208,0.910973035,83.29621995
CRZ,123458.72,32000,0.77,278.9,449.8,,0.099672506,,,1.41,4512.85714,77.811,680,,,,,66,904.59,74957.08,6781.9,0.780114524,0.872620504,83.29679474
CRZ,108026.38,36000,0.75,247.5,430.4,,0.11758489,,,1.79,3659.6692,76.222,657,,,,,64,931.15,63750.99654,6679,0.752628839,0.837299584,83.29902201
CRZ,95116.12528,24000,0.812,350,490.5,,0.073518339,,,-0.06,6671.18012,80.985,717,,,,,77.3,884.89,103299.6747,7234.6,0.835085893,0.945207667,83.29922649
CRZ,134481.82,28000,0.79,312.9,469.6,,0.085665557,,,0.96,5480.68532,79.393,695,,,,,72.2,659.99,63933.98,5165.3,0.807600208,0.908404866,83.29951769
CRZ,180778.84,26000,0.75,308.4,449.6,,0.076162785,,,1.97,5901.76774,79.626,713,,,,,71.5,175.89,17636.96,1318,0.82134305,0.913744144,83.29953869
CRZ,99207.9,36000,0.77,254.7,441.8,,0.11909989,,,1.33,3710.37546,76.434,658,,,,,64.4,1047.78,72569.47654,7715.6,0.752628839,0.841875567,83.30338233
CRZ,165000,25000,0.783,330,471.5,,0.07534,,,1.2,6258,80.329,711,,,,,73.8,,,,0.828214472,0.929768308,83.3076706
CRZ,130072.58,30000,0.78,295.6,459.7,,0.092678103,,,1.2,4960.395,78.613,685,,,,,68.9,767.23,68343.22,5877.9,0.793857366,0.89045393,83.308371
CRZ,108026.38,32000,0.79,286.9,461.5,,0.101659243,,,0.88,4539.31258,78.042,673,,,,,66.5,1070.12,90389.42,8231.3,0.780114524,0.877488419,83.31202565
CRZ,196211.18,22000,0.78,349.1,475.3,,0.066610119,,,1.35,7136.35494,81.296,726,,,,,79.7,18.52,2204.62,146.7,0.848828735,0.952114216,83.31527897
CRZ,120000,30000,0.791,300,465.9,,0.09325,,,0.91,4997,78.741,684,,,,,69.3,,,,0.793857366,0.89319766,83.31575566
CRZ,116844.86,32000,0.78,282.9,455.7,,0.101037821,,,1.16,4510.65252,77.937,674,,,,,66.4,978.48,81570.94,7431.1,0.780114524,0.875038859,83.31630762
CRZ,135000,32000,0.747,270,436.6,,0.09823,,,1.93,4445,77.589,679,,,,,65.6,,,,0.780114524,0.867176709,83.31944188
CRZ,149914.16,26000,0.79,326.3,473.6,,0.078789088,,,1.01,6009.79412,80.085,705,,,,,73.4,465.98,48501.64,3677.8,0.82134305,0.92386309,83.31963746
CRZ,135000,26000,0.798,330,478.5,,0.07918,,,0.72,6044,80.176,705,,,,,73.9,,,,0.82134305,0.925949958,83.32026204
CRZ,194006.56,22000,0.782,350,476.5,,0.066678158,,,1.29,7145.17342,81.324,726,,,,,79.8,36.95,4409.24,293.4,0.848828735,0.952644564,83.32077195
CRZ,160937.26,26000,0.78,321.8,467.6,,0.078299208,,,1.28,5972.31558,79.981,706,,,,,72.9,365.5,37478.54,2848.3,0.82134305,0.921284073,83.3278254
CRZ,105821.76,24000,0.81,349.3,489.6,,0.073423084,,,0.09,6668.9755,80.991,716,,,,,77.3,794.66,92594.04,6484.4,0.835085893,0.944665864,83.32928401
CRZ,175000,27000,0.745,300,444.9,,0.0792,,,2.07,5618,79.271,706,,,,,71,,,,0.814471629,0.904882053,83.33325574
CRZ,121254.1,30000,0.79,299.7,465.6,,0.093186127,,,0.93,4995.66892,78.75,684,,,,,69.3,853.6,77161.7,6623.5,0.793857366,0.892946642,83.33698958
CRZ,97003.28,24000,0.812,350,490.5,,0.073468444,,,-0.04,6677.79398,81.022,716,,,,,77.5,867.93,101412.52,7095.9,0.835085893,0.945207667,83.3372838
CRZ,165000,30000,0.693,260,408.4,,0.08823,,,3.2,4629,77.737,670,,,,,66.8,,,,0.793857366,0.870107207,83.33767757
CRZ,143300.3,30000,0.76,287.3,447.9,,0.089992833,,,1.68,4975.82734,78.426,699,,,,,68.3,625.77,55115.5,4671.2,0.793857366,0.885563769,83.33935695
CRZ,147709.54,24000,0.8,344.6,483.6,,0.072992171,,,0.71,6624.8831,80.892,715,,,,,76.9,445.32,50706.26,3588.9,0.835085893,0.941976887,83.34613205
CRZ,178574.22,24000,0.78,335.3,471.5,,0.072125809,,,1.32,6536.6983,80.666,716,,,,,75.8,180.03,19841.58,1414.6,0.835085893,0.936699144,83.34709364
CRZ,140000,30000,0.766,290,451.7,,0.09083,,,1.54,4973,78.498,694,,,,,68.5,,,,0.793857366,0.88701748,83.34748556
CRZ,132277.2,26000,0.8,330.8,479.6,,0.079206394,,,0.67,6053.88652,80.226,705,,,,,74,625.23,66138.6,4997.2,0.82134305,0.926474961,83.34859741
CRZ,145504.92,28000,0.78,308.5,463.6,,0.085066814,,,1.25,5449.82064,79.329,695,,,,,71.9,553.74,52910.88,4278.9,0.807600208,0.905869002,83.34878636
CRZ,158732.64,28000,0.76,300,451.7,,0.08263102,,,1.72,5467.4576,79.114,710,,,,,71.1,420.23,39683.16,3164,0.807600208,0.900894184,83.35208181
CRZ,190000,27000,0.699,280,417.3,,0.07787,,,3.13,5359,78.815,686,,,,,69.8,,,,0.814471629,0.89406196,83.35373623
CRZ,155000,31000,0.707,260,415,,0.09285,,,2.88,4470,77.558,667,,,,,65.3,,,,0.786985945,0.865660772,83.35904537
CRZ,97003.28,34000,0.79,274.3,457.4,,0.110939754,,,0.85,4122.6394,77.396,662,,,,,65.9,1171.43,91178.67396,8930.7,0.766371681,0.862030195,83.35991762
CRZ,120000,34000,0.752,260,435.6,,0.10721,,,1.79,4063,76.993,671,,,,,65.1,,,,0.766371681,0.853048932,83.36126
CRZ,195000,22000,0.782,350,476.5,,0.06662,,,1.31,7152,81.364,726,,,,,80,,,,0.848828735,0.952644564,83.36175408
CRZ,165000,26000,0.776,320,465.2,,0.07779,,,1.39,5980,79.97,709,,,,,72.8,,,,0.82134305,0.920261665,83.36263436
CRZ,134481.82,32000,0.75,271,438.1,,0.098116682,,,1.89,4466.56012,77.666,681,,,,,65.8,780.98,63933.98,5703.1,0.780114524,0.867877408,83.3684538
CRZ,121254.1,34000,0.75,259.1,434.3,,0.107161325,,,1.86,4052.09156,76.987,670,,,,,65.1,885.54,66925.64934,6409.3,0.766371681,0.852588496,83.37726835
CRZ,169755.74,28000,0.74,291.4,439.9,,0.082327113,,,2.19,5341.79426,78.926,699,,,,,70.6,311.06,28660.06,2280.4,0.807600208,0.896048583,83.37854544
CRZ,108026.38,24000,0.81,349.3,489.6,,0.073355045,,,0.11,6673.38474,81.039,716,,,,,77.5,774.83,90389.42,6322.6,0.835085893,0.944665864,83.37866981
CRZ,112435.62,36000,0.74,243.9,424.6,,0.117026971,,,2.05,3628.80452,76.193,654,,,,,64,869.06,59341.75654,6155.5,0.752628839,0.83505675,83.37907606
CRZ,185000,27000,0.722,290,431.1,,0.07847,,,2.61,5494,79.076,696,,,,,70.5,,,,0.814471629,0.899385835,83.38187773
CRZ,167551.12,24000,0.79,339.9,477.5,,0.072515898,,,1.06,6585.19994,80.813,715,,,,,76.5,275.77,30864.68,2194.7,0.835085893,0.939321314,83.38235191
CRZ,99207.9,24000,0.812,350,490.5,,0.073404941,,,-0.01,6682.20322,81.066,716,,,,,77.6,848.12,99207.9,6934,0.835085893,0.945207667,83.38254114
CRZ,169755.74,26000,0.77,317.3,461.6,,0.077074507,,,1.53,5987.74792,79.923,713,,,,,72.6,280.6,28660.06,2158.6,0.82134305,0.918737909,83.38270096
CRZ,180000,26000,0.754,310,451.7,,0.07593,,,1.91,5949,79.75,716,,,,,71.9,,,,0.82134305,0.914732384,83.38418044
CRZ,119049.48,28000,0.8,317.2,475.5,,0.086028431,,,0.63,5526.98234,79.586,694,,,,,72.9,806.34,79366.32,6390.6,0.807600208,0.910973035,83.38422884
CRZ,187392.7,24000,0.77,330.7,465.4,,0.071019042,,,1.57,6554.33526,80.592,724,,,,,75.3,100.09,11023.1,776.4,0.835085893,0.934110378,83.38594117
CRZ,105821.76,30000,0.8,303.9,471.5,,0.093644256,,,0.58,5035.35208,78.908,683,,,,,69.7,1009.73,92594.04,7934.1,0.793857366,0.895471109,83.38640423
CRZ,116844.86,34000,0.76,262.9,440.1,,0.107011639,,,1.63,4111.6163,77.104,677,,,,,65.3,936.3,71334.88934,6867.1,0.766371681,0.854902938,83.39086988
CRZ,138891.06,32000,0.74,267.1,432.3,,0.097790095,,,2.12,4420.2631,77.583,677,,,,,65.6,730.86,59524.74,5265.9,0.780114524,0.865552666,83.39112249
CRZ,187392.7,26000,0.74,304,443.6,,0.075663833,,,2.22,5862.08458,79.609,709,,,,,71.5,111.28,11023.1,822.7,0.82134305,0.911296541,83.39352039
CRZ,100000,24000,0.812,350,490.5,,0.07338,,,0,6685,81.082,716,,,,,77.7,,,,0.835085893,0.945207667,83.39899836
CRZ,105821.76,34000,0.78,270.5,451.6,,0.110182254,,,1.15,4098.38858,77.325,662,,,,,65.9,1070.92,82357.98934,8061.1,0.766371681,0.859623788,83.39993579
CRZ,115000,29000,0.799,310,472.8,,0.08965,,,0.66,5274,79.251,689,,,,,72.4,,,,0.800728787,0.902965999,83.40057643
CRZ,194006.56,24000,0.76,326.1,459.4,,0.069934955,,,1.79,6567.56298,80.496,731,,,,,74.8,40.1,4409.24,307,0.835085893,0.931555015,83.40076723
CRZ,95116.12528,26000,0.81,335.3,485.6,,0.079564732,,,0.06,6102.38816,80.396,705,,,,,74.7,953.51,103299.6747,7716.3,0.82134305,0.929119686,83.40625292
CRZ,105000,33000,0.789,280,458.6,,0.10593,,,0.94,4329,77.775,667,,,,,66.4,,,,0.773243103,0.869515116,83.4067985
CRZ,136686.44,28000,0.79,312.9,469.6,,0.08548412,,,1,5493.91304,79.498,694,,,,,72.5,635.88,61729.36,4976.6,0.807600208,0.908404866,83.40968419
CRZ,138891.06,30000,0.77,291.4,453.8,,0.091131351,,,1.47,4980.23658,78.6,692,,,,,68.9,671.42,59524.74,5077.9,0.793857366,0.887992972,83.40993479
CRZ,140000,33000,0.711,250,413.4,,0.10136,,,2.78,4079,76.966,658,,,,,64.8,,,,0.773243103,0.851421228,83.41164371
CRZ,130072.58,32000,0.76,275,444,,0.097898958,,,1.67,4534.90334,77.812,688,,,,,66.1,826.66,68343.22,6117.2,0.780114524,0.870233353,83.41203482
CRZ,198415.8,22000,0.78,349.1,475.3,,0.066469505,,,1.37,7151.78728,81.391,726,,,,,80,0,0,0,0.848828735,0.952114216,83.41263864
CRZ,165346.5,28000,0.75,295.7,445.8,,0.082481335,,,1.96,5405.72824,79.065,703,,,,,71,354.86,33069.3,2636.6,0.807600208,0.898455232,83.41344428
CRZ,196211.18,22000,0.782,350,476.5,,0.066546616,,,1.32,7160.60576,81.415,726,,,,,80.1,18.45,2204.62,146.5,0.848828735,0.952644564,83.4140063
CRZ,176369.6,26000,0.76,312.9,455.6,,0.075849806,,,1.77,6005.38488,79.848,721,,,,,72.2,216.02,22046.2,1640.2,0.82134305,0.9162246,83.41863298
CRZ,175000,29000,0.679,260,401.9,,0.0833,,,3.51,4825,78.014,676,,,,,68.7,,,,0.800728787,0.874562547,83.42132979
CRZ,165000,23000,0.797,350,483.5,,0.06986,,,0.87,6921,81.265,720,,,,,79,,,,0.841957314,0.948921087,83.42351621
CRZ,175000,29000,0.655,250,387.4,,0.08194,,,3.98,4728,77.788,673,,,,,68.2,,,,0.800728787,0.869435321,83.42456789
CRZ,112435.62,34000,0.77,266.7,445.8,,0.10850396,,,1.4,4109.41168,77.241,670,,,,,65.7,989.87,75744.12934,7355.5,0.766371681,0.857248035,83.4246971
CRZ,152118.78,26000,0.79,326.3,473.6,,0.078621259,,,1.04,6023.02184,80.189,705,,,,,73.8,443.99,46297.02,3504.3,0.82134305,0.92386309,83.42783803
CRZ,145000,32000,0.722,260,421.7,,0.0972,,,2.55,4339,77.433,669,,,,,65.4,,,,0.780114524,0.861446768,83.4280058
CRZ,101412.52,24000,0.812,350,490.5,,0.073341438,,,0.02,6688.81708,81.111,716,,,,,77.8,828.34,97003.28,6772.2,0.835085893,0.945207667,83.42882706
CRZ,110231,24000,0.81,349.3,489.6,,0.07328247,,,0.14,6679.9986,81.089,716,,,,,77.7,755.02,88184.8,6161,0.835085893,0.944665864,83.43011336
